identifier ,IT01V_packetsRecieved_ellen ,IT01V_packetsRecieved_aadya ,IT01V_packetsLost_ellen ,IT01V_packetsLost_aadya ,IT01V_frameWidth_ellen ,IT01V_frameWidth_aadya ,IT01V_frameHeight_ellen ,IT01V_frameHeight_aadya ,IT01V_totalFreezesDuration_ellen ,IT01V_totalFreezesDuration_aadya ,IT01V_framesPerSecond_ellen ,IT01V_framesPerSecond_aadya ,IT01V_bytesReceived_in_bits_s_ellen ,IT01V_bytesReceived_in_bits_s_aadya ,IT01V_totalProcessingDelay_ellen ,IT01V_totalProcessingDelay_aadya ,IT01V_jitter_ellen ,IT01V_jitter_aadya ,IT01V_jitterBufferDelay_emissions_ellen ,IT01V_jitterBufferDelay_emissions_aadya ,IT01A_bytesReceived_in_bits_s_ellen ,IT01A_bytesReceived_in_bits_s_aadya ,IT01A_jitterBufferDelay_emissions_ellen ,IT01A_jitterBufferDelay_emissions_aadya ,OT01V_packetsSent_s_ellen ,OT01V_packetsSent_s_aadya ,OT01V_bytesSent_in_bits_s_ellen ,OT01V_bytesSent_in_bits_s_aadya ,OT01V_frameWidth_ellen ,OT01V_frameWidth_aadya ,OT01V_framesPerSecond_ellen ,OT01V_framesPerSecond_aadya ,OT01V_totalPacketSendDelay_ellen ,OT01V_totalPacketSendDelay_aadya ,OT01V_totalPacketSendDelay_packetsSent_in_ms_ellen ,OT01V_totalPacketSendDelay_packetsSent_in_ms_aadya ,RIV_roundTripTime_ellen ,RIV_roundTripTime_aadya ,RIV_fractionLost_ellen ,RIV_fractionLost_aadya ,RIA_fractionLost_ellen ,RIA_fractionLost_aadya ,RIA_roundTripTime_ellen ,RIA_roundTripTime_aadya ,ROA_roundTripTime_ellen ,ROA_roundTripTime_aadya ,AP_totalPlayoutDelay_ellen ,AP_totalPlayoutDelay_aadya ,Upload_x ,Download_x ,Latency_x ,Condition_x ,Upload_y ,Download_y ,Latency_y ,Condition_y
       156 ,        148.40284246275752  ,        153.28833091222924  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         29.2               ,         29.0               ,                1258751.3596034246  ,               1301590.5996663554   ,              24.7615872         ,              25.0920734         ,0.011              ,0.0108             ,                     39.99931333333334  ,                     39.51111999999998  ,                 2793.509271109588  ,                 21722.1488521833   ,                     44.95652173913041  ,                     40.0               ,      143.95004888489953  ,      152.59030723039922  ,           1221038.4604272493   ,            1296250.7250800156  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,              0.5226864          ,              0.3430168          ,                                0.0011761360261358 ,                                0.0007744796380089 ,     0.1225771999999999 ,     0.1208312          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1221372          ,     0.120877           ,     0.12254            ,     0.1199557999999999 ,        63128.2330728      ,        104937.498048      ,  5000.0 ,     25000 ,      550 ,       19.0 , 20000.0 ,     12000 ,      100 ,       11.1
       157 ,        161.51108927060008  ,        163.23219495132793  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         30.0               ,         29.0               ,                1349438.4126698629  ,               1392070.771888559    ,              31.073629200000003 ,              26.1540096         ,0.0154             ,0.013              ,                     53.00304666666666  ,                     43.43121333333332  ,                11428.977440233706  ,                 28596.19198299722  ,                     57.56148148148153  ,                     57.72000000000003  ,      160.48205979343638  ,      163.51947050185208  ,           1357669.6075462692   ,            1378848.4908882843  ,                1280.0 ,                1280.0 ,         29.0               ,         30.0               ,              1.2646022          ,              0.7324754          ,                                0.0012040776014107 ,                                0.0011790844514599 ,     0.2717955999999999 ,     0.2771699999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.272842           ,     0.2755557999999999 ,     0.2781982          ,     0.2846523999999999 ,        61818.011312400005 ,        102297.331776      ,  1000.0 ,     12000 ,      550 ,       39.0 ,  5000.0 ,     25000 ,      250 ,       32.1
       158 ,        164.9621097412804   ,        157.96632430107917  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.595             ,         30.0               ,         29.2               ,                1396027.786043516   ,               1334289.5389528072   ,              36.5693592         ,              33.1214178         ,0.0222             ,0.013              ,                     73.88033741935483  ,                     54.1001133333333   ,                14331.598389292192  ,                 28252.05435328468  ,                     40.0               ,                     79.55999999999999  ,      158.50645783905964  ,      157.33487787035554  ,           1336853.9331743745   ,            1327237.2660939938  ,                1280.0 ,                1280.0 ,         29.0               ,         29.0               ,              3.421867           ,             10.8879516          ,                                0.0011851789183428 ,                                6.362696644739026  ,     0.2725588          ,     0.2708588          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.2724948          ,     0.2713747999999999 ,     0.2728147999999999 ,     0.2702058          ,        61741.8342072      ,        102429.862944      , 20000.0 ,      5000 ,      400 ,       10.2 , 20000.0 ,     50000 ,      250 ,        2.0
       159 ,         21.99127019289228  ,         36.02312905467611  ,     0.0                ,                    0.0 ,                 640.0 ,                 480.0 ,                  360.0 ,                  270.0 ,              1.61               ,               0.0               ,         14.0               ,         21.0               ,                 119512.55746646364 ,                206635.0007090468   ,              43.061951          ,              46.393459          ,0.027              ,0.032              ,                    319.6915            ,                    126.83239999999998  ,                24601.68980587943   ,                 12069.953935354088 ,                    485.20000000000016  ,                    176.0714285714284   ,       32.00771517754662  ,       23.994147774416632 ,            210441.8974196317   ,             121188.82931310809 ,                 480.0 ,                 640.0 ,         18.0               ,         15.0               ,             25.980855           ,             42.639521           ,                               48.62170833333335   ,                               71.04426086956518   ,     0.596069           ,     0.5968319999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.623093           ,     0.6108549999999999 ,     0.620911           ,     0.610825           ,        58873.386222       ,         97925.23536       , 20000.0 ,      2000 ,      400 ,       14.0 ,   500.0 ,      5000 ,      550 ,       94.2
       160 ,        163.9187436728916   ,        152.6190527390911   ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.906             ,         29.0               ,         25.8               ,                1358800.709854287   ,               1288566.6982319844   ,              30.9937246         ,              47.8628054         ,0.012              ,0.0216             ,                     50.83804000000008  ,                     96.65284172043008  ,                12625.488825899569  ,                 17509.961318508573 ,                     55.36000000000001  ,                     71.58303030303034  ,      152.6395042003071   ,      154.81750837388338  ,           1281236.6916302398   ,            1293111.4227982038  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,             11.8669868          ,             11.8242914          ,                                1.3582882488479295 ,                                0.000807729406056  ,     0.4215268          ,     0.4208803999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.4273346          ,     0.4213625999999999 ,     0.4281432          ,     0.4259889999999999 ,        60409.541984400006 ,        100066.271712      ,   500.0 ,     12000 ,      250 ,       53.2 ,  5000.0 ,     12000 ,      400 ,       38.0
       161 ,        166.9599363344574   ,        164.67103869566478  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         29.0               ,         30.0               ,                1434635.6625505027  ,               1376506.3891246205   ,              29.649898          ,              30.5064896         ,0.014              ,0.013              ,                     45.49880666666667  ,                     50.34584000000002  ,                12700.988160084433  ,                 19478.72644128573  ,                     48.76727272727276  ,                     45.4799999999999   ,      161.99690321273408  ,      163.08201180429626  ,           1362499.9608912678   ,            1387158.9692403944  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,              0.4234842          ,              1.6732675999999995 ,                                0.0011873508059555 ,                                0.0007531487678738 ,     0.1228911999999999 ,     0.1238431999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1292355999999999 ,     0.1420628          ,     0.1294219999999999 ,     0.1292202          ,        62884.7963982      ,        104744.729568      , 20000.0 ,      5000 ,      400 ,       10.0 ,  5000.0 ,      5000 ,      100 ,       41.1
       162 ,         41.91910754704927  ,         32.99721336150529  ,     0.0                ,                    0.0 ,                 640.0 ,                 640.0 ,                  360.0 ,                  360.0 ,              0.0                ,               1.58              ,         28.0               ,         18.0               ,                 264782.0182942104  ,                198224.25729670867  ,              55.81862260000001  ,              43.9564992         ,0.0152             ,0.026              ,                    163.35330000000005  ,                    136.35984741176478  ,                22476.015886715297  ,                 24525.89623749448  ,                    639.5611413043478   ,                    418.0409090909091   ,       35.79489491894659  ,       42.87834584084683  ,            207913.82151256216  ,             272124.36332333967 ,                 640.0 ,                 640.0 ,         19.8               ,         29.9               ,             54.8654535          ,             75.1176119          ,                               80.13782467391317   ,                              190.7508877777778    ,     0.8160824999999999 ,     0.3241957          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.7864941999999999 ,     0.3051189          ,     0.8100298          ,     0.3282453          ,        57567.3724395      ,        102838.005216      ,   500.0 ,     25000 ,      250 ,       49.1 ,   500.0 ,     12000 ,      750 ,       90.0
       163 ,        158.0839496878335   ,        133.08841680998427  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.231              ,               0.66              ,         30.0               ,         20.6               ,                1340401.1705827846  ,               1093527.0644519594   ,              34.814384600000004 ,              36.9862998         ,0.0182             ,0.0198             ,                     84.18313503893215  ,                    105.85743573200996  ,                 1678.2061697547413 ,                 26280.44033800701  ,                     47.88000000000008  ,                     73.51999999999995  ,      149.9867766345137   ,      156.24606366705578  ,           1267585.1767643366   ,            1324802.5572293536  ,                1280.0 ,                1280.0 ,         23.6               ,         30.0               ,              7.0288226          ,             12.990881           ,                                0.3589692942146815 ,                                0.7752365775401056 ,     0.7817658          ,     0.7765681999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.7916386          ,     0.7916108          ,     0.775729           ,     0.7732908          ,        57522.1881528      ,         94266.704064      ,   500.0 ,     12000 ,      400 ,       54.2 ,  5000.0 ,      5000 ,      750 ,       45.0
       164 ,        159.03051737517958  ,        156.4606716611274   ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.25              ,         30.0               ,         29.0               ,                1353473.3147776332  ,               1324649.269192015    ,              45.4284353         ,              36.10305770000001  ,0.0168             ,0.015              ,                    116.76949677419368  ,                     53.96380333333332  ,                 6435.069228486286  ,                 24242.094732361955 ,                     33.94              ,                     59.940000000000005 ,      160.48585063798     ,      165.03898536195814  ,           1346313.441986173    ,            1372245.82946953    ,                1280.0 ,                1280.0 ,         30.0               ,         29.0               ,              6.310294600000001  ,             33.4948159          ,                                0.0022035845139234 ,                                0.0008860946548531 ,     0.7777693999999999 ,     0.7731797          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.7785747999999999 ,     0.7731159          ,     0.777313           ,     0.7719509          ,        58823.006911200006 ,         96652.879968      ,  5000.0 ,     12000 ,      400 ,       22.2 , 20000.0 ,      5000 ,      750 ,       20.1
       165 ,        152.92300594861564  ,        162.28424030535217  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         30.0               ,         29.0               ,                1286616.6413554512  ,               1377504.6045463108   ,              27.4509396         ,              25.9645394         ,0.012              ,0.011              ,                     42.25536000000003  ,                     43.38904048943271  ,                16269.678516460528  ,                 21906.604294835484 ,                     58.80000000000003  ,                     48.2155555555555   ,      166.21592590119027  ,      154.43670164725245  ,           1417194.125264037    ,            1293415.7743341983  ,                1280.0 ,                1280.0 ,         30.0               ,         29.0               ,              0.7224486999999999 ,              1.1250078          ,                                0.0011965323085171 ,                                0.0007526082420451 ,     0.1276443          ,     0.1223801999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1259414999999999 ,     0.1339586999999999 ,     0.1252794999999999 ,     0.1372774          ,        62693.008585200005 ,        104767.367424      ,  1000.0 ,     25000 ,      400 ,       34.0 ,  5000.0 ,     50000 ,      100 ,       26.2
       166 ,        168.9716388218708   ,        154.1447417264345   ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.457             ,         30.0               ,         29.0               ,                1441346.1669112423  ,               1320393.6450889234   ,              38.3903739         ,              41.135921          ,0.0169             ,0.0188             ,                     77.73744666666667  ,                     92.09441096774196  ,                13285.662746769052  ,                 26887.054002686546 ,                     38.5861538461539   ,                     64.26230769230772  ,      153.18059681464797  ,      162.10072915363605  ,           1297215.0900405997   ,            1362660.8196371454  ,                1280.0 ,                1280.0 ,         30.0               ,         29.1               ,             38.4410499          ,             10.064068           ,                                1.438887358509731  ,                                0.2554401248837568 ,     0.5709209999999999 ,     0.5709639          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.5708707          ,     0.5708859          ,     0.5711408          ,     0.5720169          ,        59146.167080700005 ,         98178.566928      ,   500.0 ,     12000 ,      750 ,       56.0 , 20000.0 ,     25000 ,      550 ,        9.2
       167 ,         38.14928744369392  ,         26.201469555148265 ,     0.0                ,                    0.0 ,                 640.0 ,                 480.0 ,                  360.0 ,                  270.0 ,              0.335              ,               0.0               ,         26.1               ,         14.2               ,                 225590.3778671812  ,                180684.9238753948   ,              70.02303505        ,              43.5496686         ,0.01535            ,0.0253             ,                    170.29774400000005  ,                     81.28857           ,                22950.10366241942   ,                  7579.419899043803 ,                    193.69938202247192  ,                    184.90461538461548  ,       28.77433855237212  ,       38.2111970877556   ,            170664.50295706507  ,             217976.6582718602  ,                 480.0 ,                 640.0 ,         17.900000000000002 ,         29.1               ,             10.97548185         ,             46.7873815          ,                               21.8324944200772    ,                               81.4688215142429    ,     0.1464472          ,     0.149852           ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.18016255         ,     0.1378085999999999 ,     0.1614767          ,     0.1462404          ,        61858.05232635     ,        105020.216064      , 20000.0 ,      5000 ,      550 ,       11.0 ,   500.0 ,     12000 ,      100 ,       86.1
       168 ,        168.96791421442117  ,        153.9397718511563   ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         30.0               ,         29.0               ,                1439240.6960368217  ,               1318148.2812229423   ,              47.257614          ,              40.832072          ,0.0144999999999999 ,0.013              ,                     81.39028333333333  ,                     64.89959999999992  ,                12980.027178568434  ,                 12356.352871690951 ,                     54.96590909090909  ,                     47.05882352941176  ,      166.026825455174    ,      163.93214935987265  ,           1407833.9003134863   ,            1378181.5780135556  ,                1280.0 ,                1280.0 ,         29.0               ,         30.0               ,             12.782259           ,             18.300097           ,                                0.4212385174849148 ,                                0.5432599999999965 ,     0.4291155          ,     0.421631           ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.4366759999999999 ,     0.444687           ,     0.442032           ,     0.4300989999999999 ,        60617.2927185      ,        100241.5392        ,   500.0 ,     12000 ,      400 ,       54.0 ,  5000.0 ,     12000 ,      400 ,       38.1
       169 ,        157.18647736523633  ,        160.1548753848261   ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.271             ,         29.2               ,         29.2               ,                1317348.0668848718  ,               1342099.9233560706   ,              36.0441634         ,              39.2327302         ,0.015              ,0.015              ,                     55.42096333333335  ,                     70.36943333333336  ,                11822.821266046783  ,                 23105.72375341405  ,                     39.44670130688084  ,                     49.7950680272109   ,      167.56538240947714  ,      155.3581905546108   ,           1429761.1598979584   ,            1327952.0729405195  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,              1.8164852          ,              2.5140078          ,                                0.1752419110879395 ,                                0.4900003468208097 ,     0.2812212          ,     0.2725097999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.279852           ,     0.2731688          ,     0.2800996          ,     0.2721898          ,        62818.0497252      ,        105083.985312      ,   500.0 ,      2000 ,      550 ,       63.2 , 20000.0 ,      5000 ,      250 ,       17.0
       170 ,         65.29718158029094  ,         92.00006687662598  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.957              ,               0.0               ,         15.2               ,         29.0               ,                 502660.0239177538  ,                722454.189765661    ,              63.0952098         ,              71.52760140000001  ,0.03               ,0.023              ,                    249.6772372800208   ,                    133.87390322580646  ,                19684.2635898139    ,                 21982.342421054163 ,                    283.88724973656485  ,                    161.19999999999996  ,       93.63693345462362  ,       58.01152900004266  ,            741102.878044111    ,             448696.30760564527 ,                1280.0 ,                1280.0 ,         31.0               ,         19.6               ,             45.4611555          ,            122.782542           ,                               31.041057913630127  ,                              100.09976087401844   ,     0.1558071999999999 ,     0.1760468          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1346129999999999 ,     0.1647275999999999 ,     0.157324           ,     0.1730648          ,        62693.8535853      ,        104845.453248      ,  5000.0 ,      5000 ,      750 ,       28.1 ,  1000.0 ,     25000 ,      100 ,       56.1
       171 ,         84.59022479153187  ,         80.39469458640049  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         30.0               ,         28.2               ,                 658592.3857308644  ,                603449.2442715848   ,              61.864001          ,              57.1498352         ,0.021              ,0.023              ,                    123.31697956284152  ,                    135.22855698924732  ,                20144.025532290776  ,                 27653.491260699248 ,                    286.4165634674922   ,                    369.52              ,       79.90816903950316  ,       84.20936460226102  ,            592601.3899482839   ,             625798.3861223891  ,                1280.0 ,                1280.0 ,         30.0               ,         29.0               ,            114.3336058          ,             78.1458264          ,                              105.23876184464976   ,                               79.30108749028753   ,     0.460721           ,     0.4577969999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.4517395999999999 ,     0.4742374          ,     0.4650783999999999 ,     0.4560124          ,        61270.2898416      ,        102108.496896      , 20000.0 ,      2000 ,      400 ,       14.2 ,  1000.0 ,      2000 ,      400 ,       73.1
       172 ,         16.80552634056437  ,         37.21330923294016  ,     0.0                ,                    0.0 ,                 960.0 ,                 640.0 ,                  540.0 ,                  360.0 ,              5.456              ,               1.527             ,         19.0               ,          7.2               ,                 135608.1662695838  ,                296380.5208454026   ,              60.63175165000001  ,              54.5351149         ,0.054              ,0.0736             ,                    699.5350600000004   ,                    367.2947157894737   ,                25132.44239992265   ,                 24102.247452024923 ,                    361.0229331779332   ,                     56.13999999999998  ,       34.486697526262965 ,       15.101114712616166 ,            282239.34753892454  ,             119021.87711914215 ,                 640.0 ,                 960.0 ,         14.5               ,         30.0               ,            178.0227213          ,             51.32376360000001   ,                              823.1759014876636    ,                               56.19614507626439   ,     0.7842410499999999 ,     0.8145306          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.7917219          ,     0.8515767          ,     0.7906868          ,     0.8157793999999999 ,        57385.3697109      ,         94795.174464      ,  1000.0 ,      2000 ,      250 ,       45.1 ,  1000.0 ,     50000 ,      750 ,       55.2
       173 ,         20.927214472091467 ,         28.95402370567572  ,     0.0                ,                    0.0 ,                 640.0 ,                 960.0 ,                  360.0 ,                  540.0 ,              2.907              ,               2.939             ,         14.0               ,         26.1               ,                 168423.55536785573 ,                217902.9757671994   ,              56.7099442         ,              48.7258466         ,0.07155            ,0.0295             ,                    437.12714285714304  ,                    290.88284540540536  ,                21039.46338928968   ,                 18747.05610685993  ,                     59.720140809655526 ,                     65.59000000000002  ,       31.4084408613608   ,       32.968280048247166 ,            221778.86530798845  ,             265876.23309608654 ,                 960.0 ,                 640.0 ,         21.0               ,          8.2               ,            171.94463480000002   ,            188.9085054          ,                              952.5079255660482    ,                              866.5513952806125    ,     0.7727128          ,     0.7714222          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.77927335         ,     0.7713719          ,     0.7719111999999999 ,     0.7718919          ,        57464.57531745     ,         93982.264464      , 20000.0 ,     25000 ,      550 ,        3.1 ,  5000.0 ,     12000 ,      750 ,       40.0
       174 ,         39.49486877424108  ,         23.789431159930626 ,     0.0                ,                    0.0 ,                 640.0 ,                 640.0 ,                  360.0 ,                  360.0 ,              0.0                ,               2.195             ,         28.0               ,         13.8               ,                 218470.9986886753  ,                160485.84181413276  ,              54.711128          ,              52.5435166         ,0.0169             ,0.0626             ,                    113.72000548387096  ,                    363.3422500000001   ,                18808.173033158346  ,                 27228.576416996057 ,                    150.97936437546193  ,                    435.3205282112848   ,       20.496833778308496 ,       38.98329818564566  ,            152386.08808418177  ,             218265.21722101505 ,                 640.0 ,                 640.0 ,         14.0               ,         30.0               ,             45.4078396          ,             30.12444260000001   ,                               91.2786378084251    ,                               94.04372188431728   ,     0.487376           ,     0.4484226          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.4358889999999999 ,     0.5662994          ,     0.4686496          ,     0.4565126          ,        60811.35878160001  ,        102169.208832      ,  5000.0 ,     12000 ,      750 ,       24.1 ,   500.0 ,      5000 ,      400 ,       93.1
       175 ,         40.95795739150206  ,         34.998429607288664 ,     0.0                ,                    0.0 ,                 640.0 ,                 640.0 ,                  360.0 ,                  360.0 ,              0.0                ,               1.283             ,         28.2               ,         13.6               ,                 252668.1265663628  ,                236372.73282626743  ,              56.6159868         ,              55.323708          ,0.015              ,0.0276             ,                    145.07267698924738  ,                    237.70680000000004  ,                17471.294911886256  ,                 10028.685233736294 ,                    144.56903225806457  ,                    297.73999999999995  ,       32.77258253186468  ,       39.98098616355588  ,            212381.08043199297  ,             252917.85576561035 ,                 640.0 ,                 640.0 ,         14.000000000000004 ,         30.0               ,             81.0477854          ,             37.932815000000005  ,                              312.5065102040818    ,                               80.46159855072469   ,     0.321631           ,     0.340649           ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.3237734          ,     0.3481906          ,     0.4809081999999999 ,     0.3272034          ,        60988.5961524      ,        102150.401664      ,   500.0 ,      2000 ,      400 ,       62.1 ,   500.0 ,      5000 ,      250 ,       92.2
       176 ,        158.4544818832387   ,        158.23899127433697  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         30.0               ,         30.0               ,                1338512.593078101   ,               1342901.9669349105   ,              26.6174576         ,              34.8404556         ,0.012              ,0.011              ,                     40.55466333333333  ,                     54.66777999999994  ,                11907.480615782675  ,                 11882.54443032247  ,                     48.3415559772296   ,                     58.39999999999999  ,      159.84054709205537  ,      161.3859690418065   ,           1347291.6338234951   ,            1374089.587719373   ,                1280.0 ,                1280.0 ,         30.0               ,         29.0               ,              0.4669341          ,              0.5227086          ,                                0.0010809139784943 ,                                0.0007232894736841 ,     0.1239545999999999 ,     0.1238537999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1306643999999999 ,     0.1464457999999999 ,     0.1220532999999999 ,     0.1296401999999999 ,        62725.8742866      ,        104734.075632      ,  1000.0 ,     25000 ,      750 ,       36.0 ,  5000.0 ,     12000 ,      100 ,       36.1
       177 ,         65.48213663949377  ,         80.87854303588001  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         23.6               ,         25.7               ,                 532442.1474993579  ,                616276.1044791769   ,              39.4073083         ,              69.42118339999999  ,0.0294999999999999 ,0.0263             ,                    136.58329550901243  ,                    151.53992327188962  ,                20408.955789417665  ,                 17766.192075289375 ,                    259.9527910485291   ,                    328.48              ,       80.88061651340004  ,       58.55457216799624  ,            613608.1356894898   ,             482916.4430647197  ,                1280.0 ,                1280.0 ,         24.0               ,         22.8               ,            104.90782325         ,             73.05891689999999   ,                               94.4849924797465    ,                               35.302058021822724  ,     0.60212175         ,     0.594588           ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.6791759999999999 ,     0.5899571          ,     0.6138743          ,     0.6431728999999999 ,        59445.41206275     ,         98750.029728      ,  5000.0 ,      5000 ,      550 ,       27.2 ,  1000.0 ,      5000 ,      550 ,       69.2
       178 ,         36.30362848609     ,         40.01790044829852  ,     0.0                ,                    0.0 ,                 480.0 ,                 640.0 ,                  270.0 ,                  360.0 ,              0.232              ,               0.305             ,         21.200000000000003 ,         29.0               ,                 196250.0828381954  ,                241979.8241187471   ,              45.7284524         ,              66.2381843         ,0.02               ,0.017              ,                     97.58931666666668  ,                    175.58894838709682  ,                 9209.862115556529  ,                 17860.690540574236 ,                    188.00454545454545  ,                    146.5689655172414   ,       39.97634834292791  ,       33.91686849446022  ,            240345.1195868668   ,             197917.35707122312 ,                 640.0 ,                 480.0 ,         30.0               ,         22.200000000000003 ,             45.0221198          ,             29.0019889          ,                              110.82363009118542   ,                               68.24734589800444   ,     0.8177751999999999 ,     0.4683316999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.8104205          ,     0.4570785999999999 ,     0.8063918          ,     0.464528           ,        58192.0575831      ,        100264.429248      ,   500.0 ,      2000 ,      400 ,       62.2 ,   500.0 ,      5000 ,      750 ,       95.1
       179 ,         54.689734717251845 ,         74.3593306978767   ,     0.0                ,                    0.0 ,                 640.0 ,                1280.0 ,                  360.0 ,                  720.0 ,              0.0                ,               0.0               ,         30.0               ,         28.1               ,                 390366.0346087293  ,                542939.2201762139   ,              39.65642425        ,              53.9575648         ,0.01135            ,0.023              ,                     76.36541250000002  ,                    137.93005053879327  ,                19374.40959237674   ,                 25019.198146590577 ,                    147.7880562060891   ,                    353.84              ,       72.70246068690467  ,       52.26075862316879  ,            538219.6920751898   ,             379449.94271100295 ,                1280.0 ,                 640.0 ,         30.0               ,         30.0               ,            123.08760820000002   ,              2.1954826          ,                              140.07575376241957   ,                                2.094046859421737  ,     0.31416405         ,     0.2788088999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.2875895999999999 ,     0.295346           ,     0.30626685         ,     0.2813738999999999 ,        61578.3803796      ,        101981.959824      ,  5000.0 ,      2000 ,      400 ,       30.0 ,  1000.0 ,     12000 ,      250 ,       62.1
       181 ,        161.23618905068943  ,        164.97359269905124  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         29.2               ,         29.2               ,                1358062.8873219716  ,               1405541.5936288342   ,              43.5877048         ,              29.0339896         ,0.0143999999999999 ,0.0128             ,                     71.067935          ,                     54.29448           ,                 9761.908159169956  ,                 27356.933272918483 ,                     57.15132189099669  ,                     55.40000000000006  ,      157.61270285308493  ,      160.8904069633688   ,           1339419.7530285565   ,            1349358.177571338   ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,              4.676658199999999  ,              9.3967122          ,                                0.6456838903696678 ,                                0.000784638901702  ,     0.4242645999999999 ,     0.4228578          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.4255962999999999 ,     0.4388583999999999 ,     0.4228028          ,     0.4419192          ,        61532.9158374      ,        102422.878752      , 20000.0 ,      5000 ,      250 ,        9.2 ,  5000.0 ,     50000 ,      400 ,       28.2
